geocode;UF;name_muni;hierarquia
4201273;SC;Arabutã;Centro Local
3125952;MG;Fervedouro;Centro Local
2413904;RN;Taipu;Centro Local
4302584;RS;Bozano;Centro Local
2510907;PB;Paulista;Centro Local
4313607;RS;Paim Filho;Centro Local
4116950;PR;Nova Esperança do Sudoeste;Centro Local
5100359;MT;Alto Boa Vista;Centro Local
2924207;BA;Pedro Alexandre;Centro Local
1702307;TO;Arapoema;Centro Local
2311959;CE;Salitre;Centro Local
4310876;RS;Jacuizinho;Centro Local
2702702;AL;Feliz Deserto;Centro Local
2913101;BA;Ibititá;Centro Local
4127882;PR;Tunas do Paraná;Centro Local
4312203;RS;Maximiliano de Almeida;Centro Local
4109203;PR;Guaraci;Centro Local
3126000;MG;Florestal;Centro Local
2933158;BA;Várzea Nova;Centro Local
5214051;GO;Mundo Novo;Centro Local
4126702;PR;Tamboara;Centro Local
4305871;RS;Coronel Barros;Centro Local
4108452;PR;Foz do Jordão;Centro Local
4301552;RS;Áurea;Centro Local
4312138;RS;Mato Castelhano;Centro Local
2608602;PE;Lagoa do Ouro;Centro Local
4109500;PR;Guaraqueçaba;Centro Local
3119807;MG;Córrego Danta;Centro Local
4305850;RS;Coqueiros do Sul;Centro Local
2303600;CE;Catarina;Centro Local
5203807;GO;Britânia;Centro Local
2110401;MA;São Benedito do Rio Preto;Centro Local
3135704;MG;Jequitibá;Centro Local
3153509;MG;Alto Jequitibá;Centro Local
4317756;RS;Santo Antônio do Planalto;Centro Local
2100832;MA;Apicum-Açu;Centro Local
1400704;RR;Uiramutã;Centro Local
2615508;PE;Tracunhaém;Centro Local
2703304;AL;Inhapi;Centro Local
2407500;RN;Maxaranguape;Centro Local
3556354;SP;Vargem;Centro Local
5004809;MS;Japorã;Centro Local
2708709;AL;São Miguel dos Milagres;Centro Local
3171600;MG;Virgem da Lapa;Centro Local
2805307;SE;Pirambu;Centro Local
4100905;PR;Amaporã;Centro Local
4219358;SC;Vitor Meireles;Centro Local
4107157;PR;Diamante D'Oeste;Centro Local
2905503;BA;Caldeirão Grande;Centro Local
4213302;SC;Ponte Alta;Centro Local
2906600;BA;Candiba;Centro Local
3105004;MG;Baldim;Centro Local
2707800;AL;Roteiro;Centro Local
2922656;BA;Nordestina;Centro Local
3501103;SP;Alto Alegre;Centro Local
4106100;PR;Conselheiro Mairinck;Centro Local
4122800;PR;Salgado Filho;Centro Local
4203253;SC;Capão Alto;Centro Local
3517109;SP;Glicério;Centro Local
5210802;GO;Itajá;Centro Local
2402501;RN;Carnaubais;Centro Local
3116704;MG;Coimbra;Centro Local
3537156;SP;Pedrinhas Paulista;Centro Local
2300408;CE;Aiuaba;Centro Local
4120101;PR;Porto Amazonas;Centro Local
1703008;TO;Babaçulândia;Centro Local
3158904;MG;Santana do Manhuaçu;Centro Local
2701605;AL;Canapi;Centro Local
4303202;RS;Cacique Doble;Centro Local
2900355;BA;Adustina;Centro Local
2108058;MA;Paulino Neves;Centro Local
2608404;PE;Jurema;Centro Local
4315008;RS;Porto Lucena;Centro Local
4300307;RS;Alecrim;Centro Local
3163904;MG;São Pedro da União;Centro Local
3541059;SP;Pratânia;Centro Local
2503308;PB;Cachoeira dos Índios;Centro Local
2919405;BA;Licínio de Almeida;Centro Local
3150604;MG;Piracema;Centro Local
3116902;MG;Comendador Gomes;Centro Local
5207600;GO;Fazenda Nova;Centro Local
3161205;MG;São Francisco de Paula;Centro Local
3553203;SP;Taiúva;Centro Local
1302009;AM;Itapiranga;Centro Local
3537701;SP;Piacatu;Centro Local
2707602;AL;Quebrangulo;Centro Local
2802403;SE;Gararu;Centro Local
3134707;MG;Jacinto;Centro Local
1712504;TO;Marianópolis do Tocantins;Centro Local
2806800;SE;São Domingos;Centro Local
3118908;MG;Cordisburgo;Centro Local
2930402;BA;Serra Preta;Centro Local
3123528;MG;Durandé;Centro Local
3505104;SP;Barbosa;Centro Local
4120333;PR;Prado Ferreira;Centro Local
3154457;MG;Riachinho;Centro Local
3121407;MG;Desterro de Entre Rios;Centro Local
3134509;MG;Itutinga;Centro Local
3129301;MG;Iapu;Centro Local
5215652;GO;Palestina de Goiás;Centro Local
3523008;SP;Itapura;Centro Local
2500502;PB;Alagoinha;Centro Local
2930758;BA;Sítio do Mato;Centro Local
2702553;AL;Estrela de Alagoas;Centro Local
4121307;PR;Rancho Alegre;Centro Local
3534807;SP;Ouro Verde;Centro Local
3169208;MG;Tombos;Centro Local
2604908;PE;Cumaru;Centro Local
3501806;SP;Américo de Campos;Centro Local
2210508;PI;São Pedro do Piauí;Centro Local
2413201;RN;Senador Georgino Avelino;Centro Local
3165206;MG;São Thomé das Letras;Centro Local
4205159;SC;Doutor Pedrinho;Centro Local
4323101;RS;Vicente Dutra;Centro Local
4320602;RS;Severiano de Almeida;Centro Local
2925600;BA;Presidente Dutra;Centro Local
3152170;MG;Ponto dos Volantes;Centro Local
3502606;SP;Aparecida d'Oeste;Centro Local
4209151;SC;José Boiteux;Centro Local
4323358;RS;Vila Lângaro;Centro Local
4124004;PR;Santana do Itararé;Centro Local
4112900;PR;Jundiaí do Sul;Centro Local
4126207;PR;Sapopema;Centro Local
4112306;PR;Japira;Centro Local
2612455;PE;Santa Cruz;Centro Local
1304005;AM;Silves;Centro Local
3129202;MG;Heliodora;Centro Local
2902252;BA;Arataca;Centro Local
4303400;RS;Caiçara;Centro Local
3142403;MG;Moema;Centro Local
2612901;PE;São Benedito do Sul;Centro Local
2913002;BA;Ibitiara;Centro Local
2102507;MA;Cajari;Centro Local
5212956;GO;Matrinchã;Centro Local
2926806;BA;Rio do Antônio;Centro Local
2605806;PE;Frei Miguelinho;Centro Local
2927606;BA;Santa Brígida;Centro Local
3169802;MG;Turvolândia;Centro Local
4119707;PR;Planaltina do Paraná;Centro Local
4315958;RS;Rolador;Centro Local
2104206;MA;Fortuna;Centro Local
1300904;AM;Canutama;Centro Local
3150307;MG;Piedade do Rio Grande;Centro Local
1720200;TO;São Miguel do Tocantins;Centro Local
2105906;MA;Lago Verde;Centro Local
3124708;MG;Estrela do Indaiá;Centro Local
4101655;PR;Arapuã;Centro Local
4207759;SC;Iraceminha;Centro Local
4306973;RS;Erebango;Centro Local
3525409;SP;Jeriquara;Centro Local
4207577;SC;Iomerê;Centro Local
4201802;SC;Atalanta;Centro Local
4311791;RS;Maratá;Centro Local
2312502;CE;São João do Jaguaribe;Centro Local
2302057;CE;Barroquinha;Centro Local
3533700;SP;Ocauçu;Centro Local
2927101;BA;Rodelas;Centro Local
1507755;PA;Sapucaia;Centro Local
3166709;MG;Serra dos Aimorés;Centro Local
2918456;BA;Jucuruçu;Centro Local
2932408;BA;Uibaí;Centro Local
3548203;SP;Santo Antônio do Pinhal;Centro Local
2410108;RN;Poço Branco;Centro Local
3153004;MG;Pratinha;Centro Local
2105609;MA;Joselândia;Centro Local
2404606;RN;Ielmo Marinho;Centro Local
4304713;RS;Caraá;Centro Local
4102752;PR;Bela Vista da Caroba;Centro Local
3136108;MG;Joanésia;Centro Local
3130606;MG;Inconfidentes;Centro Local
4314175;RS;Pedras Altas;Centro Local
4312450;RS;Morro Redondo;Centro Local
2507200;PB;Itatuba;Centro Local
4128658;PR;Virmond;Centro Local
3128808;MG;Guidoval;Centro Local
5003900;MS;Figueirão;Centro Local
3126901;MG;Frei Inocêncio;Centro Local
2110856;MA;São Francisco do Brejão;Centro Local
2924058;BA;Pé de Serra;Centro Local
2205102;PI;Itaueira;Centro Local
4106852;PR;Cruzmaltina;Centro Local
2605509;PE;Ferreiros;Centro Local
2312601;CE;São Luís do Curu;Centro Local
3532157;SP;Nantes;Centro Local
2101301;MA;Bacuri;Centro Local
2313559;CE;Tururu;Centro Local
3113503;MG;Carbonita;Centro Local
1300086;AM;Anamã;Centro Local
5107743;MT;Santa Cruz do Xingu;Centro Local
2612703;PE;Santa Maria do Cambucá;Centro Local
4313003;RS;Nova Bréscia;Centro Local
2602704;PE;Buenos Aires;Centro Local
1303957;AM;São Sebastião do Uatumã;Centro Local
2917409;BA;Jacaraci;Centro Local
2111078;MA;São João do Soter;Centro Local
2311900;CE;Saboeiro;Centro Local
2916203;BA;Itapé;Centro Local
4310553;RS;Itacurubi;Centro Local
3100500;MG;Açucena;Centro Local
1701903;TO;Araguacema;Centro Local
2608701;PE;Lagoa dos Gatos;Centro Local
2414803;RN;Vera Cruz;Centro Local
4202537;SC;Bom Jesus;Centro Local
2707404;AL;Porto de Pedras;Centro Local
4206801;SC;Ibicaré;Centro Local
2933174;BA;Varzedo;Centro Local
1700350;TO;Aliança do Tocantins;Centro Local
4310850;RS;Jaboticaba;Centro Local
2608255;PE;Jucati;Centro Local
4319703;RS;São Valentim;Centro Local
2309003;CE;Mucambo;Centro Local
2903706;BA;Boa Nova;Centro Local
2409100;RN;Passa e Fica;Centro Local
2607703;PE;Itapetim;Centro Local
4113106;PR;Kaloré;Centro Local
2918506;BA;Jussara;Centro Local
4311254;RS;Lagoão;Centro Local
5007307;MS;Rio Negro;Centro Local
3522000;SP;Itaju;Centro Local
2930808;BA;Souto Soares;Centro Local
2104602;MA;Governador Eugênio Barros;Centro Local
2301406;CE;Aratuba;Centro Local
5219100;GO;Santa Bárbara de Goiás;Centro Local
2930600;BA;Serrolândia;Centro Local
2920007;BA;Maiquinique;Centro Local
4122909;PR;Salto do Itararé;Centro Local
3200508;ES;Apiacá;Centro Local
2305704;CE;Ipaumirim;Centro Local
2601300;PE;Barra de Guabiraba;Centro Local
2412401;RN;São José do Seridó;Centro Local
5219902;GO;São Francisco de Goiás;Centro Local
2300903;CE;Apuiarés;Centro Local
4320321;RS;Senador Salgado Filho;Centro Local
4110904;PR;Itaguajé;Centro Local
4126652;PR;Sulina;Centro Local
5202353;GO;Arenópolis;Centro Local
2206407;PI;Monsenhor Gil;Centro Local
2106375;MA;Maranhãozinho;Centro Local
3112109;MG;Caparaó;Centro Local
3158508;MG;Santana de Pirapama;Centro Local
4300646;RS;Ametista do Sul;Centro Local
4113809;PR;Lupionópolis;Centro Local
3129004;MG;Guiricema;Centro Local
2912509;BA;Ibipitanga;Centro Local
3540408;SP;Populina;Centro Local
2910008;BA;Dário Meira;Centro Local
4212239;SC;Paraíso;Centro Local
3555505;SP;Ubirajara;Centro Local
2414159;RN;Tenente Laurentino Cruz;Centro Local
4319372;RS;São Pedro do Butiá;Centro Local
1707207;TO;Dois Irmãos do Tocantins;Centro Local
2102358;MA;Buritirana;Centro Local
4201653;SC;Arvoredo;Centro Local
4314134;RS;Paulo Bento;Centro Local
1101450;RO;Parecis;Centro Local
5203575;GO;Bonópolis;Centro Local
3157104;MG;Salto da Divisa;Centro Local
2503605;PB;Arranjo Populacional de Caiçara - Logradouro/PB;Centro Local
4215075;SC;Riqueza;Centro Local
2916906;BA;Itiruçu;Centro Local
4315206;RS;Putinga;Centro Local
2921302;BA;Milagres;Centro Local
4310462;RS;Ipiranga do Sul;Centro Local
5220157;GO;São Luiz do Norte;Centro Local
3138104;MG;Lassance;Centro Local
2901700;BA;Antônio Cardoso;Centro Local
4307203;RS;Erval Grande;Centro Local
4320230;RS;Sede Nova;Centro Local
2903003;BA;Barra do Mendes;Centro Local
2917334;BA;Iuiu;Centro Local
4304101;RS;Campos Borges;Centro Local
3116100;MG;Chapada do Norte;Centro Local
3541653;SP;Quadra;Centro Local
2107456;MA;Olinda Nova do Maranhão;Centro Local
3120706;MG;Cruzeiro da Fortaleza;Centro Local
1100262;RO;Rio Crespo;Centro Local
5218706;GO;Rianápolis;Centro Local
4320354;RS;Sentinela do Sul;Centro Local
2500908;PB;Arara;Centro Local
4101150;PR;Ângulo;Centro Local
3148301;MG;Paula Cândido;Centro Local
4201604;SC;Arroio Trinta;Centro Local
3165404;MG;Sapucaí-Mirim;Centro Local
3122355;MG;Divisa Alegre;Centro Local
2607950;PE;Jaqueira;Centro Local
3531605;SP;Monte Castelo;Centro Local
2412302;RN;São José do Campestre;Centro Local
4306452;RS;Dois Lajeados;Centro Local
1703701;TO;Brejinho de Nazaré;Centro Local
2111029;MA;São João do Carú;Centro Local
3150158;MG;Piedade de Caratinga;Centro Local
2902005;BA;Aracatu;Centro Local
2923902;BA;Pau Brasil;Centro Local
1101468;RO;Pimenteiras do Oeste;Centro Local
3154101;MG;Recreio;Centro Local
3533809;SP;Óleo;Centro Local
2920452;BA;Mansidão;Centro Local
4209201;SC;Lacerdópolis;Centro Local
2403004;RN;Cruzeta;Centro Local
3122405;MG;Divisa Nova;Centro Local
2904001;BA;Boninal;Centro Local
3119203;MG;Coroaci;Centro Local
1302207;AM;Juruá;Centro Local
2310605;CE;Penaforte;Centro Local
2911857;BA;Heliópolis;Centro Local
3166204;MG;Senhora dos Remédios;Centro Local
2109700;MA;Sambaíba;Centro Local
3121100;MG;Delfim Moreira;Centro Local
3510104;SP;Cândido Rodrigues;Centro Local
5221502;GO;Turvânia;Centro Local
2111532;MA;São Pedro da Água Branca;Centro Local
2933059;BA;Várzea da Roça;Centro Local
2308203;CE;Meruoca;Centro Local
3108107;MG;Bonfim;Centro Local
2207504;PI;Palmeirais;Centro Local
4205100;SC;Dona Emma;Centro Local
3102704;MG;Cachoeira de Pajeú;Centro Local
2506103;PB;Fagundes;Centro Local
1703800;TO;Buriti do Tocantins;Centro Local
5215405;GO;Ouro Verde de Goiás;Centro Local
4101051;PR;Anahy;Centro Local
4200556;SC;Águas Frias;Centro Local
3527900;SP;Lutécia;Centro Local
3171030;MG;Verdelândia;Centro Local
4120150;PR;Porto Barreiro;Centro Local
5108808;MT;Nova Guarita;Centro Local
2905107;BA;Caém;Centro Local
4211850;SC;Ouro Verde;Centro Local
3132305;MG;Itaipé;Centro Local
2205409;PI;Joaquim Pires;Centro Local
2915007;BA;Itaeté;Centro Local
3102050;MG;Alto Caparaó;Centro Local
5101605;MT;Barão de Melgaço;Centro Local
1718907;TO;Santa Rosa do Tocantins;Centro Local
1720804;TO;Sítio Novo do Tocantins;Centro Local
3106507;MG;Berilo;Centro Local
3151909;MG;Pocrane;Centro Local
3152303;MG;Porto Firme;Centro Local
4115903;PR;Mirador;Centro Local
2203107;PI;Cristino Castro;Centro Local
2921807;BA;Mortugaba;Centro Local
2102077;MA;Bom Lugar;Centro Local
2304657;CE;Graça;Centro Local
2105476;MA;Jenipapo dos Vieiras;Centro Local
2200301;PI;Alto Longá;Centro Local
3532702;SP;Nipoã;Centro Local
1505551;PA;Pau D'Arco;Centro Local
4211652;SC;Novo Horizonte;Centro Local
2707206;AL;Poço das Trincheiras;Centro Local
3500204;SP;Adolfo;Centro Local
2918753;BA;Lagoa Real;Centro Local
3543600;SP;Rifaina;Centro Local
2105203;MA;Igarapé Grande;Centro Local
3163102;MG;São José da Varginha;Centro Local
4111704;PR;Jaboti;Centro Local
3170008;MG;Ubaí;Centro Local
4311270;RS;Lagoa dos Três Cantos;Centro Local
2511509;PB;Pilar;Centro Local
2412906;RN;São Tomé;Centro Local
4322327;RS;Turuçu;Centro Local
2904209;BA;Botuporã;Centro Local
4312427;RS;Mormaço;Centro Local
2904407;BA;Brejolândia;Centro Local
3200359;ES;Alto Rio Novo;Centro Local
3554201;SP;Tejupá;Centro Local
3154150;MG;Reduto;Centro Local
3160959;MG;São Domingos das Dores;Centro Local
4312674;RS;Nicolau Vergueiro;Centro Local
4314035;RS;Pareci Novo;Centro Local
4102703;PR;Barra do Jacaré;Centro Local
1710508;TO;Itacajá;Centro Local
4323754;RS;Vitória das Missões;Centro Local
2805109;SE;Pedrinhas;Centro Local
5205059;GO;Castelândia;Centro Local
2309102;CE;Mulungu;Centro Local
4128807;PR;Xambrê;Centro Local
4204178;SC;Cerro Negro;Centro Local
4116307;PR;Munhoz de Melo;Centro Local
2902203;BA;Aramari;Centro Local
1101484;RO;São Felipe D'Oeste;Centro Local
2400307;RN;Afonso Bezerra;Centro Local
2106805;MA;Mirinzal;Centro Local
3166303;MG;Sericita;Centro Local
2502409;PB;Bonito de Santa Fé;Centro Local
2926657;BA;Ribeirão do Largo;Centro Local
4121257;PR;Ramilândia;Centro Local
3112901;MG;Caputira;Centro Local
4122172;PR;Rio Branco do Ivaí;Centro Local
4103024;PR;Boa Esperança do Iguaçu;Centro Local
1301951;AM;Itamarati;Centro Local
5103361;MT;Conquista D'Oeste;Centro Local
3521606;SP;Irapuru;Centro Local
3124401;MG;Espírito Santo do Dourado;Centro Local
4314068;RS;Passa Sete;Centro Local
5203962;GO;Buritinópolis;Centro Local
3534500;SP;Oscar Bressane;Centro Local
4122651;PR;Rosário do Ivaí;Centro Local
2310100;CE;Palmácia;Centro Local
3128204;MG;Guaraciaba;Centro Local
5211602;GO;Ivolândia;Centro Local
4321352;RS;Tavares;Centro Local
2410256;RN;Porto do Mangue;Centro Local
4128625;PR;Alto Paraíso;Centro Local
1200054;AC;Assis Brasil;Centro Local
1703057;TO;Bandeirantes do Tocantins;Centro Local
1506112;PA;Quatipuru;Centro Local
4312054;RS;Marques de Souza;Centro Local
2407708;RN;Montanhas;Centro Local
4300570;RS;Alto Feliz;Centro Local
3131406;MG;Ipiaçu;Centro Local
3160306;MG;Santo Antônio do Jacinto;Centro Local
3103702;MG;Araponga;Centro Local
4103958;PR;Campina do Simão;Centro Local
2929800;BA;Saúde;Centro Local
3148905;MG;Pedra do Indaiá;Centro Local
2708956;AL;Senador Rui Palmeira;Centro Local
3136504;MG;Jordânia;Centro Local
2915353;BA;Itaguaçu da Bahia;Centro Local
1101559;RO;Teixeirópolis;Centro Local
2702009;AL;Coité do Nóia;Centro Local
2612554;PE;Santa Filomena;Centro Local
4311981;RS;Mariana Pimentel;Centro Local
4212650;SC;Pescaria Brava;Centro Local
2303659;CE;Catunda;Centro Local
4313490;RS;Novo Barreiro;Centro Local
3144409;MG;Natércia;Centro Local
2903235;BA;Barro Alto;Centro Local
3115706;MG;Central de Minas;Centro Local
2305266;CE;Ibaretama;Centro Local
3535903;SP;Paranapuã;Centro Local
3120409;MG;Cristiano Otoni;Centro Local
4217758;SC;Sul Brasil;Centro Local
3532058;SP;Motuca;Centro Local
5216007;GO;Panamá;Centro Local
2902658;BA;Banzaê;Centro Local
2403806;RN;Florânia;Centro Local
4125456;PR;São José das Palmeiras;Centro Local
3159357;MG;Santa Rita de Minas;Centro Local
4318440;RS;São Jorge;Centro Local
5200852;GO;Americano do Brasil;Centro Local
3505351;SP;Barra do Chapéu;Centro Local
4312955;RS;Nova Boa Vista;Centro Local
5204854;GO;Campo Limpo de Goiás;Centro Local
5213509;GO;Monte Alegre de Goiás;Centro Local
4313391;RS;Novo Cabrais;Centro Local
3156601;MG;Rubim;Centro Local
3155306;MG;Rio Manso;Centro Local
2303907;CE;Chaval;Centro Local
2922052;BA;Mulungu do Morro;Centro Local
4113254;PR;Laranjal;Centro Local
2906857;BA;Capela do Alto Alegre;Centro Local
3119500;MG;Coronel Murta;Centro Local
4318499;RS;São José do Inhacorá;Centro Local
2305332;CE;Ibicuitinga;Centro Local
2933257;BA;Vereda;Centro Local
2604155;PE;Casinhas;Centro Local
3149952;MG;Periquito;Centro Local
3141900;MG;Minduri;Centro Local
1707405;TO;Esperantina;Centro Local
4212601;SC;Peritiba;Centro Local
2912004;BA;Ibiassucê;Centro Local
4309753;RS;Ibarama;Centro Local
2925402;BA;Potiraguá;Centro Local
3508306;SP;Cabrália Paulista;Centro Local
2915700;BA;Itamari;Centro Local
2804300;SE;Muribeca;Centro Local
4302659;RS;Brochier;Centro Local
4205605;SC;Galvão;Centro Local
4322525;RS;Vale Verde;Centro Local
4215208;SC;Romelândia;Centro Local
3505401;SP;Barra do Turvo;Centro Local
4103479;PR;Cafezal do Sul;Centro Local
3145877;MG;Orizânia;Centro Local
2515104;PB;São Sebastião de Lagoa de Roça;Centro Local
2511806;PB;Pirpirituba;Centro Local
2614303;PE;Moreilândia;Centro Local
3553104;SP;Taiaçu;Centro Local
3149150;MG;Pedras de Maria da Cruz;Centro Local
4305371;RS;Charrua;Centro Local
3102852;MG;Angelândia;Centro Local
2933109;BA;Várzea do Poço;Centro Local
4115457;PR;Marquinho;Centro Local
3172103;MG;Volta Grande;Centro Local
1500131;PA;Abel Figueiredo;Centro Local
2604304;PE;Cedro;Centro Local
2916609;BA;Itapitanga;Centro Local
2410405;RN;Pureza;Centro Local
1501253;PA;Bannach;Centro Local
5107206;MT;Rio Branco;Centro Local
2106631;MA;Matões do Norte;Centro Local
2606903;PE;Iguaracy;Centro Local
4302600;RS;Braga;Centro Local
2307205;CE;Jati;Centro Local
4310652;RS;Itati;Centro Local
4101853;PR;Ariranha do Ivaí;Centro Local
2612471;PE;Santa Cruz da Baixa Verde;Centro Local
2913804;BA;Ipecaetá;Centro Local
4113429;PR;Lidianópolis;Centro Local
2701209;AL;Cacimbinhas;Centro Local
4315552;RS;Rio dos Índios;Centro Local
2611200;PE;Poção;Centro Local
5213905;GO;Mossâmedes;Centro Local
3157252;MG;Santa Bárbara do Leste;Centro Local
2310407;CE;Paramoti;Centro Local
2609204;PE;Maraial;Centro Local
2911006;BA;Floresta Azul;Centro Local
1706001;TO;Couto Magalhães;Centro Local
2929370;BA;São José do Jacuípe;Centro Local
